House_ID,Community_Name,Region,Current_Overcrowding_Index,Last_Refurbished_Date,Asset_Condition_Score
HSG-03730,Bidyadanga,Kimberley,4,2003-03-06,3
HSG-03731,Pia Wadjari,Mid West,4,2011-04-17,5
HSG-03732,Cheeditha,Pilbara,2,2002-02-22,3
HSG-03733,Cheeditha,Pilbara,10,2011-12-11,4
HSG-03734,Mungullah,Mid West,4,2018-05-21,5
HSG-03735,Carnarvon Reserve,Gascoyne,4,2024-06-14,7
HSG-03736,Coonana,Goldfields,7,2021-05-30,5
HSG-03737,Carnarvon Reserve,Gascoyne,2,2025-12-13,8
HSG-03738,Pia Wadjari,Mid West,5,2025-08-12,9
HSG-03739,Burringurrah,Gascoyne,1,2024-03-02,6
HSG-03740,Wakathuni,Pilbara,9,2020-08-29,5
HSG-03741,Cheeditha,Pilbara,5,2022-06-15,6
HSG-03742,Cheeditha,Pilbara,4,2020-10-17,5
HSG-03743,Jigalong,Pilbara,4,2000-05-20,4
HSG-03744,Carnarvon Reserve,Gascoyne,8,2022-12-22,6
HSG-03745,Coonana,Goldfields,6,2014-06-17,7
HSG-03746,Jigalong,Pilbara,4,2010-09-21,4
HSG-03747,Jigalong,Pilbara,4,2015-10-12,6
HSG-03748,Burringurrah,Gascoyne,3,2012-04-03,5
HSG-03749,Carnarvon Reserve,Gascoyne,4,2016-01-26,9
HSG-03750,Coonana,Goldfields,1,2018-09-22,5
HSG-03751,Wakathuni,Pilbara,9,2024-11-27,6
HSG-03752,Warmun,Kimberley,7,2022-09-06,6
HSG-03753,Bidyadanga,Kimberley,4,1997-08-21,1
HSG-03754,Burringurrah,Gascoyne,5,1996-07-11,4
HSG-03755,Cheeditha,Pilbara,3,2016-03-23,5
HSG-03756,Mungullah,Mid West,9,2016-07-15,10
HSG-03757,Pia Wadjari,Mid West,5,2012-11-20,5
HSG-03758,Warmun,Kimberley,2,2025-09-20,6
HSG-03759,Bidyadanga,Kimberley,9,2010-07-25,5
HSG-03760,Pia Wadjari,Mid West,1,2011-01-06,7
HSG-03761,Kalumburu,Kimberley,7,2013-02-25,3
HSG-03762,Bidyadanga,Kimberley,5,2020-07-06,6
HSG-03763,Wongatha Wonganarra,Goldfields,5,2012-09-01,4
HSG-03764,Ardyaloon,Kimberley,7,2016-11-15,5
HSG-03765,Cheeditha,Pilbara,2,1997-05-10,2
HSG-03766,Yulga Jinna,Mid West,8,2020-09-12,7
HSG-03767,Wongatha Wonganarra,Goldfields,5,2025-02-09,5
HSG-03768,Warmun,Kimberley,4,2009-02-09,4
HSG-03769,Coonana,Goldfields,4,2007-09-23,2
HSG-03770,Yandeyarra,Pilbara,3,2024-11-15,5
HSG-03771,Yandeyarra,Pilbara,6,2017-05-29,5
HSG-03772,Cheeditha,Pilbara,7,2020-11-12,8
HSG-03773,Cheeditha,Pilbara,7,2014-05-10,6
HSG-03774,Jigalong,Pilbara,5,2006-07-20,4
HSG-03775,Tjuntjuntjara,Goldfields,7,2017-02-16,9
HSG-03776,Tjuntjuntjara,Goldfields,6,2025-10-29,9
HSG-03777,Pia Wadjari,Mid West,2,2006-02-26,3
HSG-03778,Pia Wadjari,Mid West,7,2025-07-13,6
HSG-03779,Mungullah,Mid West,8,2012-03-28,5
HSG-03780,Yandeyarra,Pilbara,3,2023-04-01,5
HSG-03781,Wakathuni,Pilbara,2,2012-02-29,3
HSG-03782,Burringurrah,Gascoyne,7,2021-01-19,7
HSG-03783,Pia Wadjari,Mid West,6,1997-01-10,2
HSG-03784,Wongatha Wonganarra,Goldfields,4,2006-04-09,3
HSG-03785,Warmun,Kimberley,8,2008-04-19,4
HSG-03786,Burringurrah,Gascoyne,3,2020-03-26,6
HSG-03787,Carnarvon Reserve,Gascoyne,4,2010-09-30,8
HSG-03788,Ardyaloon,Kimberley,3,2007-05-15,3
HSG-03789,Mungullah,Mid West,1,2023-06-09,5
HSG-03790,Beagle Bay,Kimberley,4,2000-07-24,3
HSG-03791,Tjuntjuntjara,Goldfields,8,2021-10-16,7
HSG-03792,Carnarvon Reserve,Gascoyne,5,2020-02-13,8
HSG-03793,Coonana,Goldfields,6,1996-05-29,4
HSG-03794,Cheeditha,Pilbara,3,2018-03-03,7
HSG-03795,Tjuntjuntjara,Goldfields,6,2019-07-06,6
HSG-03796,Warmun,Kimberley,3,2014-03-15,7
HSG-03797,Wongatha Wonganarra,Goldfields,3,2024-02-04,5
HSG-03798,Jigalong,Pilbara,8,2003-07-03,4
HSG-03799,Mungullah,Mid West,2,2000-04-30,4
HSG-03800,Cheeditha,Pilbara,7,2021-03-18,6
HSG-03801,Burringurrah,Gascoyne,5,2025-04-02,5
HSG-03802,Warmun,Kimberley,6,1997-09-05,4
HSG-03803,Kalumburu,Kimberley,6,2008-12-20,4
HSG-03804,Coonana,Goldfields,3,2010-04-10,4
HSG-03805,Yandeyarra,Pilbara,4,2014-05-31,5
HSG-03806,Carnarvon Reserve,Gascoyne,6,2001-08-18,1
HSG-03807,Beagle Bay,Kimberley,3,2024-08-14,5
HSG-03808,Carnarvon Reserve,Gascoyne,8,2013-07-04,4
HSG-03809,Yulga Jinna,Mid West,5,2014-01-08,8
HSG-03810,Burringurrah,Gascoyne,2,2012-02-01,6
HSG-03811,Yulga Jinna,Mid West,3,2017-12-06,5
HSG-03812,Pia Wadjari,Mid West,3,2009-10-13,4
HSG-03813,Burringurrah,Gascoyne,10,2019-03-19,7
HSG-03814,Wongatha Wonganarra,Goldfields,7,2020-11-13,6
HSG-03815,Coonana,Goldfields,1,2015-05-22,6
HSG-03816,Pia Wadjari,Mid West,7,2010-05-12,4
HSG-03817,Pia Wadjari,Mid West,7,2018-11-07,7
HSG-03818,Cheeditha,Pilbara,9,2019-11-05,5
HSG-03819,Pia Wadjari,Mid West,3,2011-10-14,5
HSG-03820,Pia Wadjari,Mid West,8,1999-12-01,2
HSG-03821,Tjuntjuntjara,Goldfields,1,2014-03-25,6
HSG-03822,Carnarvon Reserve,Gascoyne,4,2019-02-09,6
HSG-03823,Jigalong,Pilbara,7,2014-10-07,5
HSG-03824,Burringurrah,Gascoyne,1,2014-07-07,9
HSG-03825,Coonana,Goldfields,3,2002-03-24,4
HSG-03826,Mungullah,Mid West,7,2011-12-31,5
HSG-03827,Burringurrah,Gascoyne,5,2025-02-16,6
HSG-03828,Cheeditha,Pilbara,7,2020-06-27,5
HSG-03829,Yulga Jinna,Mid West,8,2001-03-04,2
HSG-03830,Mungullah,Mid West,7,2007-11-18,4
HSG-03831,Carnarvon Reserve,Gascoyne,8,2017-06-17,6
HSG-03832,Carnarvon Reserve,Gascoyne,4,2013-08-11,7
HSG-03833,Jigalong,Pilbara,7,2012-12-21,7
HSG-03834,Mungullah,Mid West,3,2021-09-23,5
HSG-03835,Wongatha Wonganarra,Goldfields,5,2024-06-17,5
HSG-03836,Ardyaloon,Kimberley,7,2012-05-22,2
HSG-03837,Ardyaloon,Kimberley,6,2016-04-15,5
HSG-03838,Tjuntjuntjara,Goldfields,3,2008-03-17,4
HSG-03839,Cheeditha,Pilbara,5,2011-11-29,1
HSG-03840,Burringurrah,Gascoyne,3,1995-10-21,4
HSG-03841,Pia Wadjari,Mid West,6,2009-01-05,4
HSG-03842,Coonana,Goldfields,5,2021-03-14,8
HSG-03843,Wakathuni,Pilbara,7,2022-08-31,7
HSG-03844,Burringurrah,Gascoyne,4,2020-08-16,6
HSG-03845,Burringurrah,Gascoyne,4,2017-06-12,5
HSG-03846,Yandeyarra,Pilbara,6,2009-10-18,4
HSG-03847,Ardyaloon,Kimberley,8,2021-11-16,5
HSG-03848,Pia Wadjari,Mid West,6,2011-03-07,8
HSG-03849,Kalumburu,Kimberley,7,2002-10-22,3
HSG-03850,Carnarvon Reserve,Gascoyne,6,2012-05-22,7
HSG-03851,Yulga Jinna,Mid West,7,1995-12-12,3
HSG-03852,Coonana,Goldfields,4,2015-04-27,7
HSG-03853,Jigalong,Pilbara,3,2016-06-19,5
HSG-03854,Mungullah,Mid West,8,2022-06-22,5
HSG-03855,Cheeditha,Pilbara,3,2004-06-04,4
HSG-03856,Bidyadanga,Kimberley,6,1999-05-28,3
HSG-03857,Burringurrah,Gascoyne,4,2020-11-25,6
HSG-03858,Coonana,Goldfields,8,2017-09-07,7
HSG-03859,Warmun,Kimberley,3,2016-03-07,8
HSG-03860,Beagle Bay,Kimberley,4,2005-01-20,3
HSG-03861,Pia Wadjari,Mid West,5,2016-05-11,8
HSG-03862,Wongatha Wonganarra,Goldfields,5,2011-06-30,6
HSG-03863,Bidyadanga,Kimberley,9,1997-05-20,3
HSG-03864,Yandeyarra,Pilbara,2,1996-05-27,3
HSG-03865,Tjuntjuntjara,Goldfields,6,2019-10-03,6
HSG-03866,Pia Wadjari,Mid West,8,2024-06-08,6
HSG-03867,Wongatha Wonganarra,Goldfields,4,2013-12-12,6
HSG-03868,Wongatha Wonganarra,Goldfields,5,2000-11-08,2
HSG-03869,Coonana,Goldfields,10,2015-01-19,6
HSG-03870,Carnarvon Reserve,Gascoyne,5,2011-01-09,7
HSG-03871,Coonana,Goldfields,7,2011-06-24,5
HSG-03872,Bidyadanga,Kimberley,4,2023-05-19,7
HSG-03873,Yandeyarra,Pilbara,6,2007-04-26,4
HSG-03874,Cheeditha,Pilbara,8,2024-03-12,6
HSG-03875,Carnarvon Reserve,Gascoyne,7,2024-04-21,8
HSG-03876,Ardyaloon,Kimberley,5,2015-07-20,6
HSG-03877,Beagle Bay,Kimberley,7,1995-07-21,4
HSG-03878,Yulga Jinna,Mid West,5,2015-06-26,6
HSG-03879,Kalumburu,Kimberley,3,2023-05-02,10
HSG-03880,Jigalong,Pilbara,2,2012-02-27,3
HSG-03881,Ardyaloon,Kimberley,8,2025-10-20,7
HSG-03882,Jigalong,Pilbara,3,2025-04-19,7
HSG-03883,Pia Wadjari,Mid West,8,2019-09-30,5
HSG-03884,Wakathuni,Pilbara,10,2008-10-05,2
HSG-03885,Wongatha Wonganarra,Goldfields,7,2024-10-15,8
HSG-03886,Yandeyarra,Pilbara,7,2024-02-29,5
HSG-03887,Cheeditha,Pilbara,4,2021-08-26,6
HSG-03888,Carnarvon Reserve,Gascoyne,7,2022-06-05,7
HSG-03889,Beagle Bay,Kimberley,7,2008-12-20,4
HSG-03890,Jigalong,Pilbara,4,2001-07-14,4
HSG-03891,Burringurrah,Gascoyne,4,2012-09-15,7
HSG-03892,Coonana,Goldfields,5,2013-01-24,10
HSG-03893,Wongatha Wonganarra,Goldfields,5,2018-09-02,6
HSG-03894,Bidyadanga,Kimberley,5,2005-03-13,4
HSG-03895,Ardyaloon,Kimberley,5,2023-09-20,8
HSG-03896,Wongatha Wonganarra,Goldfields,5,2012-07-19,4
HSG-03897,Mungullah,Mid West,3,2012-05-26,5
HSG-03898,Bidyadanga,Kimberley,5,2014-06-09,8
HSG-03899,Carnarvon Reserve,Gascoyne,2,2017-12-19,5
HSG-03900,Pia Wadjari,Mid West,5,1998-11-28,2
HSG-03901,Pia Wadjari,Mid West,3,1998-12-27,4
HSG-03902,Carnarvon Reserve,Gascoyne,3,2018-08-04,6
HSG-03903,Yandeyarra,Pilbara,5,2014-11-04,5
HSG-03904,Pia Wadjari,Mid West,6,2015-11-07,9
HSG-03905,Pia Wadjari,Mid West,9,2000-03-18,2
HSG-03906,Wakathuni,Pilbara,6,2013-05-20,5
HSG-03907,Cheeditha,Pilbara,5,2013-07-13,5
HSG-03908,Wakathuni,Pilbara,5,2015-05-25,6
HSG-03909,Yulga Jinna,Mid West,4,2009-03-17,4
HSG-03910,Carnarvon Reserve,Gascoyne,4,2020-04-12,6
HSG-03911,Warmun,Kimberley,6,2011-03-18,7
HSG-03912,Tjuntjuntjara,Goldfields,4,2020-05-19,6
HSG-03913,Pia Wadjari,Mid West,7,2020-12-26,8
HSG-03914,Burringurrah,Gascoyne,5,2019-02-23,5
HSG-03915,Yulga Jinna,Mid West,5,1998-10-27,3
HSG-03916,Mungullah,Mid West,5,2010-06-27,7
HSG-03917,Bidyadanga,Kimberley,6,2023-04-26,5
HSG-03918,Wongatha Wonganarra,Goldfields,5,1998-07-29,4
HSG-03919,Coonana,Goldfields,7,2018-09-08,5
HSG-03920,Mungullah,Mid West,4,2012-09-23,5
HSG-03921,Bidyadanga,Kimberley,5,2020-12-08,5
HSG-03922,Wongatha Wonganarra,Goldfields,6,2012-07-23,5
HSG-03923,Kalumburu,Kimberley,9,2021-09-01,8
HSG-03924,Tjuntjuntjara,Goldfields,3,2014-06-14,6
HSG-03925,Cheeditha,Pilbara,4,2011-05-01,5
HSG-03926,Warmun,Kimberley,9,2014-10-31,5
HSG-03927,Jigalong,Pilbara,6,2015-06-14,6
HSG-03928,Cheeditha,Pilbara,3,1999-01-13,4
HSG-03929,Burringurrah,Gascoyne,2,1995-12-19,4
HSG-03930,Jigalong,Pilbara,1,2015-07-13,6
HSG-03931,Carnarvon Reserve,Gascoyne,10,2019-01-24,6
HSG-03932,Yulga Jinna,Mid West,2,1999-05-27,4
HSG-03933,Wongatha Wonganarra,Goldfields,4,2010-11-18,4
HSG-03934,Cheeditha,Pilbara,7,2023-09-02,7
HSG-03935,Pia Wadjari,Mid West,2,2018-04-27,7
HSG-03936,Pia Wadjari,Mid West,8,2020-01-10,9
HSG-03937,Cheeditha,Pilbara,10,2012-10-02,4
HSG-03938,Jigalong,Pilbara,10,2025-12-13,5
HSG-03939,Wongatha Wonganarra,Goldfields,4,2010-08-19,6
HSG-03940,Cheeditha,Pilbara,4,2015-09-26,6
HSG-03941,Wongatha Wonganarra,Goldfields,2,2019-07-05,5
HSG-03942,Yandeyarra,Pilbara,8,2017-04-30,5
HSG-03943,Cheeditha,Pilbara,5,2018-11-20,6
HSG-03944,Yulga Jinna,Mid West,8,2013-12-31,3
HSG-03945,Coonana,Goldfields,6,2021-12-30,5
HSG-03946,Ardyaloon,Kimberley,5,2013-04-22,7
HSG-03947,Tjuntjuntjara,Goldfields,2,2009-10-17,4
HSG-03948,Yulga Jinna,Mid West,1,2020-07-30,5
HSG-03949,Pia Wadjari,Mid West,8,2023-01-10,5
HSG-03950,Pia Wadjari,Mid West,2,2019-06-04,5
HSG-03951,Burringurrah,Gascoyne,2,2005-03-12,3
HSG-03952,Carnarvon Reserve,Gascoyne,6,2004-05-26,3
HSG-03953,Ardyaloon,Kimberley,7,2015-08-23,5
HSG-03954,Pia Wadjari,Mid West,5,2021-12-20,5
HSG-03955,Yulga Jinna,Mid West,7,2025-07-12,7
HSG-03956,Yulga Jinna,Mid West,6,2015-11-11,7
HSG-03957,Cheeditha,Pilbara,5,2024-07-04,6
HSG-03958,Tjuntjuntjara,Goldfields,4,2024-09-10,6
HSG-03959,Beagle Bay,Kimberley,4,2011-05-01,5
HSG-03960,Beagle Bay,Kimberley,3,2022-04-08,6
HSG-03961,Carnarvon Reserve,Gascoyne,8,2019-04-14,8
HSG-03962,Tjuntjuntjara,Goldfields,2,2016-04-20,8
HSG-03963,Pia Wadjari,Mid West,4,2023-09-20,7
HSG-03964,Yulga Jinna,Mid West,3,2024-09-03,6
HSG-03965,Yulga Jinna,Mid West,6,2001-06-14,3
HSG-03966,Yandeyarra,Pilbara,6,2019-10-14,8
HSG-03967,Yandeyarra,Pilbara,5,2018-02-04,8
HSG-03968,Yandeyarra,Pilbara,5,2026-05-03,7
HSG-03969,Wakathuni,Pilbara,1,2025-05-08,10
HSG-03970,Jigalong,Pilbara,8,2022-03-21,5
HSG-03971,Burringurrah,Gascoyne,1,2015-11-15,6
HSG-03972,Mungullah,Mid West,2,2016-09-21,6
HSG-03973,Warmun,Kimberley,6,1997-05-02,4
HSG-03974,Beagle Bay,Kimberley,7,2025-02-12,7
HSG-03975,Wakathuni,Pilbara,7,2025-12-02,6
HSG-03976,Kalumburu,Kimberley,2,2014-09-14,7
HSG-03977,Wakathuni,Pilbara,4,2008-03-17,3
HSG-03978,Carnarvon Reserve,Gascoyne,8,2017-01-15,9
HSG-03979,Burringurrah,Gascoyne,5,2014-03-12,9
HSG-03980,Cheeditha,Pilbara,5,2016-02-21,5
HSG-03981,Tjuntjuntjara,Goldfields,4,2014-04-01,8
HSG-03982,Tjuntjuntjara,Goldfields,3,2025-10-13,7
HSG-03983,Burringurrah,Gascoyne,4,2020-02-26,5
HSG-03984,Ardyaloon,Kimberley,7,2014-04-08,5
HSG-03985,Jigalong,Pilbara,4,2016-06-12,8
HSG-03986,Cheeditha,Pilbara,9,2014-10-07,7
HSG-03987,Beagle Bay,Kimberley,4,2018-02-09,5
HSG-03988,Carnarvon Reserve,Gascoyne,5,2017-05-25,6
HSG-03989,Jigalong,Pilbara,3,2016-02-16,7
HSG-03990,Yulga Jinna,Mid West,5,2001-12-19,2
HSG-03991,Pia Wadjari,Mid West,3,2020-09-21,5
HSG-03992,Yulga Jinna,Mid West,5,2016-06-24,9
HSG-03993,Yandeyarra,Pilbara,6,2011-06-02,4
HSG-03994,Kalumburu,Kimberley,5,2025-05-24,5
HSG-03995,Coonana,Goldfields,6,2016-10-16,7
HSG-03996,Yulga Jinna,Mid West,8,2021-04-11,5
HSG-03997,Bidyadanga,Kimberley,9,2019-07-05,7
HSG-03998,Wakathuni,Pilbara,3,2015-04-24,9
HSG-03999,Tjuntjuntjara,Goldfields,6,2013-12-31,4
HSG-04000,Ardyaloon,Kimberley,9,2017-03-20,9
HSG-04001,Tjuntjuntjara,Goldfields,5,2020-03-30,5
HSG-04002,Warmun,Kimberley,5,2021-05-23,7
HSG-04003,Ardyaloon,Kimberley,8,2018-10-10,7
HSG-04004,Burringurrah,Gascoyne,5,2018-05-20,8
HSG-04005,Burringurrah,Gascoyne,4,2023-06-10,7
HSG-04006,Jigalong,Pilbara,4,2023-11-08,6
HSG-04007,Mungullah,Mid West,5,2024-09-17,5
HSG-04008,Pia Wadjari,Mid West,4,2013-03-04,8
HSG-04009,Kalumburu,Kimberley,3,2012-06-30,4
HSG-04010,Bidyadanga,Kimberley,10,2016-09-28,7
HSG-04011,Cheeditha,Pilbara,1,2013-06-23,4
HSG-04012,Coonana,Goldfields,1,2006-06-15,4
HSG-04013,Mungullah,Mid West,1,2024-08-14,5
HSG-04014,Yulga Jinna,Mid West,2,2011-02-04,6
HSG-04015,Bidyadanga,Kimberley,1,2015-04-17,6
HSG-04016,Burringurrah,Gascoyne,4,2011-10-04,8
HSG-04017,Carnarvon Reserve,Gascoyne,8,2014-06-29,7
HSG-04018,Wongatha Wonganarra,Goldfields,4,2021-12-17,9
HSG-04019,Tjuntjuntjara,Goldfields,2,2008-08-09,3
HSG-04020,Pia Wadjari,Mid West,5,2011-12-07,10
HSG-04021,Coonana,Goldfields,5,2010-06-22,5
HSG-04022,Burringurrah,Gascoyne,2,2014-10-23,7
HSG-04023,Kalumburu,Kimberley,7,2018-03-22,7
HSG-04024,Tjuntjuntjara,Goldfields,4,1999-10-18,4
HSG-04025,Carnarvon Reserve,Gascoyne,2,2024-12-05,6
HSG-04026,Carnarvon Reserve,Gascoyne,3,2003-09-01,3
HSG-04027,Jigalong,Pilbara,4,2019-06-11,5
HSG-04028,Mungullah,Mid West,4,2013-04-05,6
HSG-04029,Carnarvon Reserve,Gascoyne,5,2022-08-09,5
HSG-04030,Bidyadanga,Kimberley,5,1996-06-30,4
HSG-04031,Jigalong,Pilbara,5,2015-09-24,6
HSG-04032,Bidyadanga,Kimberley,2,2014-08-25,7
HSG-04033,Yulga Jinna,Mid West,3,2014-02-09,6
HSG-04034,Burringurrah,Gascoyne,8,2012-06-14,7
HSG-04035,Beagle Bay,Kimberley,5,2012-03-14,5
HSG-04036,Yandeyarra,Pilbara,7,2022-09-19,7
HSG-04037,Yandeyarra,Pilbara,4,2005-01-31,4
HSG-04038,Pia Wadjari,Mid West,1,2019-08-27,6
HSG-04039,Beagle Bay,Kimberley,5,2026-05-21,8
HSG-04040,Bidyadanga,Kimberley,6,2023-02-13,8
HSG-04041,Yandeyarra,Pilbara,3,2024-01-21,8
HSG-04042,Mungullah,Mid West,4,2012-11-30,7
HSG-04043,Mungullah,Mid West,2,2016-12-07,6
HSG-04044,Pia Wadjari,Mid West,1,2019-12-27,5
HSG-04045,Yulga Jinna,Mid West,6,2010-07-12,5
HSG-04046,Carnarvon Reserve,Gascoyne,3,2011-05-17,7
HSG-04047,Pia Wadjari,Mid West,5,2015-05-17,5
HSG-04048,Wongatha Wonganarra,Goldfields,5,2010-11-18,10
HSG-04049,Carnarvon Reserve,Gascoyne,8,2012-06-14,8
HSG-04050,Burringurrah,Gascoyne,6,2011-05-20,6
HSG-04051,Mungullah,Mid West,1,1999-04-22,4
HSG-04052,Pia Wadjari,Mid West,4,1997-04-19,2
HSG-04053,Beagle Bay,Kimberley,2,2010-10-13,2
HSG-04054,Yulga Jinna,Mid West,5,2016-01-29,7
HSG-04055,Burringurrah,Gascoyne,7,2024-12-15,6
HSG-04056,Wongatha Wonganarra,Goldfields,3,2000-02-15,2
HSG-04057,Burringurrah,Gascoyne,1,2011-05-28,3
HSG-04058,Yandeyarra,Pilbara,3,2012-04-27,5
HSG-04059,Carnarvon Reserve,Gascoyne,3,2012-01-13,6
HSG-04060,Burringurrah,Gascoyne,4,2025-01-20,6
HSG-04061,Carnarvon Reserve,Gascoyne,8,1997-09-27,3
HSG-04062,Wakathuni,Pilbara,6,2017-03-09,5
HSG-04063,Bidyadanga,Kimberley,4,2015-10-26,7
HSG-04064,Beagle Bay,Kimberley,7,2012-02-21,4
HSG-04065,Pia Wadjari,Mid West,5,2019-05-29,6
HSG-04066,Yulga Jinna,Mid West,4,2020-11-19,7
HSG-04067,Bidyadanga,Kimberley,6,2021-02-05,9
HSG-04068,Wongatha Wonganarra,Goldfields,2,2011-02-05,5
HSG-04069,Yulga Jinna,Mid West,3,2023-04-09,7
HSG-04070,Jigalong,Pilbara,1,2021-07-25,6
HSG-04071,Carnarvon Reserve,Gascoyne,4,1999-09-24,4
HSG-04072,Wongatha Wonganarra,Goldfields,2,2013-05-22,5
HSG-04073,Burringurrah,Gascoyne,7,2022-10-28,5
HSG-04074,Mungullah,Mid West,6,2017-10-20,8
HSG-04075,Burringurrah,Gascoyne,6,2012-04-29,4
HSG-04076,Bidyadanga,Kimberley,6,2014-10-01,5
HSG-04077,Yulga Jinna,Mid West,4,2007-03-25,3
HSG-04078,Ardyaloon,Kimberley,7,2021-04-16,5
HSG-04079,Carnarvon Reserve,Gascoyne,5,2007-10-18,4
HSG-04080,Burringurrah,Gascoyne,6,1997-01-22,4
HSG-04081,Mungullah,Mid West,5,2020-08-05,7
HSG-04082,Mungullah,Mid West,7,2025-01-31,5
HSG-04083,Jigalong,Pilbara,1,2017-03-24,10
HSG-04084,Mungullah,Mid West,9,2015-05-02,7
HSG-04085,Carnarvon Reserve,Gascoyne,3,2022-09-04,5
HSG-04086,Wongatha Wonganarra,Goldfields,4,2025-12-25,8
HSG-04087,Cheeditha,Pilbara,6,2006-10-01,4
HSG-04088,Jigalong,Pilbara,4,2010-10-01,8
HSG-04089,Mungullah,Mid West,9,2023-03-03,8
HSG-04090,Yulga Jinna,Mid West,7,2024-03-16,5
HSG-04091,Jigalong,Pilbara,1,2023-09-28,6
HSG-04092,Carnarvon Reserve,Gascoyne,5,2021-01-24,6
HSG-04093,Yulga Jinna,Mid West,5,2003-02-09,3
HSG-04094,Tjuntjuntjara,Goldfields,6,2024-10-20,7
HSG-04095,Bidyadanga,Kimberley,7,2014-05-18,7
HSG-04096,Cheeditha,Pilbara,6,2013-10-14,5
HSG-04097,Carnarvon Reserve,Gascoyne,5,2021-09-27,6
HSG-04098,Burringurrah,Gascoyne,5,2021-01-27,7
HSG-04099,Burringurrah,Gascoyne,6,2011-04-25,9
HSG-04100,Yulga Jinna,Mid West,10,2025-10-28,6
HSG-04101,Kalumburu,Kimberley,1,2023-06-04,8
HSG-04102,Yandeyarra,Pilbara,4,2003-01-13,4
HSG-04103,Pia Wadjari,Mid West,4,2011-07-05,5
HSG-04104,Tjuntjuntjara,Goldfields,6,1996-07-31,3
HSG-04105,Tjuntjuntjara,Goldfields,3,2010-09-14,6
HSG-04106,Pia Wadjari,Mid West,6,2021-10-02,7
HSG-04107,Coonana,Goldfields,3,1998-12-12,4
HSG-04108,Carnarvon Reserve,Gascoyne,4,2017-07-13,6
HSG-04109,Tjuntjuntjara,Goldfields,8,2004-08-03,2
HSG-04110,Carnarvon Reserve,Gascoyne,5,2003-12-21,3
HSG-04111,Jigalong,Pilbara,1,2014-12-27,7
HSG-04112,Cheeditha,Pilbara,6,2013-01-10,6
HSG-04113,Wongatha Wonganarra,Goldfields,7,2012-06-24,5
HSG-04114,Jigalong,Pilbara,4,2017-02-23,9
HSG-04115,Wongatha Wonganarra,Goldfields,4,2016-02-17,7
HSG-04116,Yulga Jinna,Mid West,5,1998-03-09,2
HSG-04117,Bidyadanga,Kimberley,1,2007-02-18,4
HSG-04118,Burringurrah,Gascoyne,7,2020-07-03,7
HSG-04119,Pia Wadjari,Mid West,7,2006-11-15,4
HSG-04120,Yulga Jinna,Mid West,9,2005-08-17,4
HSG-04121,Yulga Jinna,Mid West,5,2016-03-18,5
HSG-04122,Wongatha Wonganarra,Goldfields,5,2024-01-21,8
HSG-04123,Warmun,Kimberley,3,1996-11-16,3
HSG-04124,Ardyaloon,Kimberley,5,2020-01-21,5
HSG-04125,Pia Wadjari,Mid West,10,2017-09-12,7
HSG-04126,Burringurrah,Gascoyne,4,2008-01-18,4
HSG-04127,Warmun,Kimberley,1,1998-08-05,4
HSG-04128,Warmun,Kimberley,5,2012-11-15,8
HSG-04129,Coonana,Goldfields,7,2022-02-27,6
HSG-04130,Bidyadanga,Kimberley,4,2025-05-08,6
HSG-04131,Bidyadanga,Kimberley,4,2022-08-23,9
HSG-04132,Burringurrah,Gascoyne,5,2022-04-11,5
HSG-04133,Mungullah,Mid West,1,2024-06-25,5
HSG-04134,Carnarvon Reserve,Gascoyne,7,2014-04-05,4
HSG-04135,Wongatha Wonganarra,Goldfields,3,2018-01-06,7
HSG-04136,Mungullah,Mid West,2,2019-02-08,7
HSG-04137,Burringurrah,Gascoyne,4,2015-01-31,5
HSG-04138,Yandeyarra,Pilbara,3,2016-02-09,6
HSG-04139,Wakathuni,Pilbara,10,2019-08-27,7
HSG-04140,Carnarvon Reserve,Gascoyne,3,2021-04-14,8
HSG-04141,Burringurrah,Gascoyne,4,2011-03-31,8
HSG-04142,Beagle Bay,Kimberley,7,2001-02-11,1
HSG-04143,Wakathuni,Pilbara,3,2021-03-03,7
HSG-04144,Cheeditha,Pilbara,5,2011-06-01,4
HSG-04145,Cheeditha,Pilbara,4,2000-08-12,2
HSG-04146,Burringurrah,Gascoyne,5,2012-02-13,9
HSG-04147,Yandeyarra,Pilbara,7,2023-11-02,9
HSG-04148,Pia Wadjari,Mid West,7,2021-11-15,7
HSG-04149,Burringurrah,Gascoyne,9,2025-08-25,6
HSG-04150,Coonana,Goldfields,5,2010-10-22,7
HSG-04151,Burringurrah,Gascoyne,8,2016-05-21,5
HSG-04152,Yulga Jinna,Mid West,3,2013-10-18,6
HSG-04153,Carnarvon Reserve,Gascoyne,7,2015-03-20,7
HSG-04154,Kalumburu,Kimberley,2,2014-03-07,9
HSG-04155,Mungullah,Mid West,4,2019-12-22,5
HSG-04156,Tjuntjuntjara,Goldfields,3,2018-01-24,10
HSG-04157,Coonana,Goldfields,6,2001-08-01,4
HSG-04158,Mungullah,Mid West,7,2018-07-05,7
HSG-04159,Warmun,Kimberley,5,2025-11-11,7
HSG-04160,Burringurrah,Gascoyne,3,2014-11-18,5
HSG-04161,Warmun,Kimberley,1,2000-10-19,3
HSG-04162,Mungullah,Mid West,9,2013-01-22,8
HSG-04163,Coonana,Goldfields,5,2017-11-25,8
HSG-04164,Tjuntjuntjara,Goldfields,5,2021-03-05,5
